Kalimat;Kategori
Dalam hal ini, jenis layanan keuangan yang paling banyak dimanfaatkan oleh responden adalah tabungan;Narasi
Kebanyakan responden yang memanfaatkan dan mendapat layanan kredit dari bank adalah keluarga tidak miskin;Narasi
Untuk mengurus dan memperoleh semua persyaratan tersebut dibutuhkan waktu dan biaya yang cukup besar;Narasi
Hal ini tentu menguntungkan orang yang sudah punya usaha dan merugikan orang yang belum punya usaha, tapi ingin berusaha;Narasi
Bagi perbankan, kegiatan usaha yang dimaksud terutama adalah kegiatan usaha non-pertanian;Narasi
Selain itu, kredit yang disetujui perbankan umumnya lebih kecil dari jumlah kredit yang diajukan oleh calon nasabah;Narasi
Padahal ketika mengajukan kredit, calon nasabah telah menghitung kebutuhan modalnya secara riil;Narasi
Akibatnya, kredit tersebut kemudian tidak digunakan semestinya sesuai dengan pengajuannya;Narasi
Persyaratan kredit yang ditetapkan BPR agak lebih mudah daripada bank umum;Narasi
Walaupun demikian, bunga yang ditetapkan BPR lebih tinggi dari suku bunga bank umum;Narasi
Akibat berbagai kendala tersebut, akses keluarga miskin untuk memperoleh kredit perbankan sangat terbatas;Narasi
Dari sampel keluarga miskin yang berjumlah 58 orang, hanya 6 orang di antaranya yang telah memperoleh kredit dari perbankan;Narasi
Penggunaan kredit yang diperoleh dari bank bervariasi antar responden;Narasi
Pemanfaatan jenis layanan transfer masih sangat terbatas;Narasi
Transfer uang biasanya dilakukan melalui bank atau kantor pos yang ada di ibukota kecamatan atau kabupaten;Narasi
Meskipun jarak ke bank cukup jauh, hal ini tidak menjadi hambatan karena mereka relatif jarang melakukan transfer uang;Narasi
Pegadaian merupakan salah satu lembaga formal non-bank yang cukup menarik minat masyarakat;Narasi
Selain fleksibilitas cara pembayaran, pegadaian juga tidak menetapkan penggunaan pinjaman;Narasi
Lembaga keuangan mikro formal non-bank yang lain adalah koperasi;Narasi
Setidaknya ada empat macam koperasi yang dikenal atau dimanfaatkan oleh responden, yaitu;Narasi
Namun, jumlah kredit yang disalurkan dirasa masih kurang dan tidak ajeg, karena bergantung pada dana dari luar;Narasi
Meskipun menghimpun iuran wajib dan iuran sukarela, koperasi ini tidak terlalu menekankan pada jasa tabungan anggota;Narasi
Koperasi semacam ini,sayangnya, tidak banyak yang masih aktif;Narasi
Di Kecamatan Kupang Timur, jenis koperasi demikian yang masih aktif tinggal dua buah;Narasi
Peminjam diharuskan menjadi anggota, dan untuk itu TALENTA memotong 1/6 pinjaman sebagai tabungan nasabah;Narasi
Tabungan di koperasi ini baru dapat diambil bila nasabah tidak lagi meminjam atau dianggap keluar dari anggota koperasi;Narasi
Pinjaman diberikan secara individual dan pembayaran diambil oleh petugas yang datang dari rumah ke rumah;Narasi
Fenomena seperti itu sebenarnya merupakan kondisi yang ironis;Narasi
Mereka hanya berfikir jangka pendek, dan cenderung menyerahkan masa depannya kepada nasib;Narasi
Jika ada kesempatan memperoleh pinjaman, meskipun dengan suku bunga tinggi, mereka akan mengambilnya juga;Narasi
Koperasi lainnya, yaitu Puskud, mengembangkan sistem bagi hasil usaha penggemukan sapi di desa Ponain, Kecamatan Amarasi;Narasi
Para peserta sangat menyukai sistem penyelenggaraan program ini;Narasi
Penerima program menyukai program ini dengan beberapa alasan berikut;Narasi
Pembelian bakalan sapi atas persetujuan antara petani dengan staf Puskud;Narasi
Harga bakalan sapi umumnya sekitar Rp1,5 juta/ekor;Narasi
Penjualan hasil penggemukan dilakukan secara terbuka dengan dihadiri petani, staf Puskud, dan pedagang;Narasi
Bila harga tawar Puskud di bawah pedagang, maka sapi dijual kepada pedagang;Narasi
Pendapatan bersih petani mencapai Rp500 ribu hingga Rp1 juta/ekor;Narasi
Puskud menyediakan seorang dokter hewan yang secara rutin memeriksa kesehatan sapi;Narasi
Selain itu Puskud menugaskan seorang pendamping untuk tinggal di desa untuk membantu dan mengawasi peternak dalam merawat sapi;Narasi
Biasanya pendamping melakukan kontrol ke setiap kelompok satu minggu sekali;Narasi
Untuk tugas lapangan, pendamping mendapat motor dan uang untuk biaya operasional;Narasi
Selain menerima gaji, mereka juga menerima bonus atas pencapaian target usaha Puskud;Narasi
Cara pembelian bakalan sapi dan penetapan harga jual juga dinilai sangat terbuka;Narasi
Meskipun demikian, kebanyakan nasabahnya adalah mereka yang sudah mempunyai kegiatan usaha;Narasi
Nasabah TLM mengemukakan bahwa kelompok tersebut tidak berjalan efektif;Narasi
Beberapa anggota kelompok hanya menandatangani, sedangkan kreditnya hanya digunakan oleh sebagian anggota kelompok;Narasi
Hal ini dilakukan karena alokasi kredit untuk seorang anggota yang besarnya Rp500 ribu dinilai terlalu kecil;Narasi
Kredit yang diperoleh digunakan untuk berbagai macam keperluan, tidak hanya untuk menambah modal usaha;Narasi
Kebanyakan nasabah mengambil kredit secara terus menerus;Narasi
Ketika kredit pertama lunas, nasabah dapat mengambil kredit lagi dengan jumlah yang sama atau dengan jumlah yang makin besar;Narasi
Hmm - mereka tidak punya kedai kopi seperti di Jepang.;Deskripsi
Siapa di dalamnya?;Narasi
Ini milik saya.;Deskripsi
Kami akan pastikan brosurnya dikirimkan kepada Anda.;Narasi
Ada sesuatu yang salah dengan lampu rem.;Deskripsi
Maukah Anda membantu saya?;Eksposisi
Tolong tunjukkan saya sarung tangan kulit.;Narasi
Mobil mogok. Silakan kirim seseorang untuk itu.;Narasi
Anda bisa merekomendasikan sebuah buku bergambar untuk anak enam tahun?;Narasi
Tolong, bisakah Anda menjaga barang-barang berharga saya?;Narasi
Hi, Harry. Terima kasih telah mengundang kami.;Deskripsi
Nah, kami ingin mencoba anggur putih.;Deskripsi
Tentu saja, Bu.;Narasi
Untuk bertemu, mereka pergi ke bioskop.;Narasi
Apakah ini dijamin tidak menyusut bila dicuci?;Narasi
Saya punya sekitar seratus dolar di dalamnya.;Deskripsi
pinggangnya perlu diangkat tiga centimeter.;Narasi
Bagaimana dengan mencoba anting-anting ini?;Narasi
Kesalahan saya.;Narasi
Tidak, saya terburu-buru. Dapatkah Anda mempercepatnya?;Narasi
Saya ingin beberapa penjepit jemuran.;Narasi
Berikut ini kartu nama saya. Tolong, bisakah Anda memberikan kartu nama anda?;Narasi
adakah CD impor?;Narasi
Saya kembali. Tolong, kunci untuk nomor delapan nol dua.;Narasi
Saya akan belajar percakapan bahasa Inggris.;Eksposisi
Dapatkah saya mendapatkan sup lagi?;Narasi
Apakah Anda membaca buku-buku yang bagus baru-baru ini?;Eksposisi
Dapatkah Anda merekomendasikan sebuah hotel yang tidak terlalu mahal?;Narasi
Saya akan tinggal dengan seorang teman di New York.;Deskripsi
Dapatkah saya membuat janji untuk besok?;Eksposisi
Jika ada yang mencari saya, beritahu mereka saya berada di warung kopi.;Deskripsi
Saya yakin saya punya itu di saku mantel saya.;Deskripsi
Apakah Anda tahu suatu tempat di mana saya bisa meninggalkan koper saya?;Eksposisi
Saya datang ke sini untuk bisnis.;Deskripsi
Apakah ini satu dua tiga empat lima enam tujuh?;Narasi
Apakah Anda tahu sekolah menyelam yang baik?;Narasi
Berapa harganya jika termasuk dengan pajak?;Narasi
Berikan saya tisu.;Narasi
ruangan sebelah terlalu berisik.;Deskripsi
Nah, Dr Krebs tidak mau bertemu tanpa ada janji.;Deskripsi
Saya bisa minta nama dan jumlah orang yang Anda undang?;Narasi
Sebuah hadiah?;Narasi
Akankah maskapai membayar saya untuk membeli beberapa keperluan dasar?;Narasi
Ini kesalahan jasa penerbangan. Tolong, bisakah Anda mengatur penerbangan lain?;Narasi
Pergi ke Grand Hotel?;Narasi
Ada orang di sini dengan nama itu.;Narasi
Tolong, dimana polisinya?;Narasi
Bolehkah saya meminjam perekat?;Narasi
Dapatkah saya mengembalikan mobil ke salah satu kantor Anda?;Narasi
Saya ingin sebuah ruangan dengan kamar mandi.;Narasi
Permisi, koper saya hilang. Saya datang dengan penerbangan ABC nol nol tujuh.;Narasi
Tidak ada yang keluar dari mesin?;Narasi
Apakah ini dijamin?;Narasi
Saya hanya punya tagihan satu dolar. Harap simpan kembaliannya.;Narasi
Apa diagnosis Anda?;Narasi
Ini berada di ujung koridor di lantai tujuh. Silahkan gunakan lift di sebelah kanan Anda.;Narasi
Apakah Anda punya brosur wisata untuk kota ini?;Narasi
Tidak, sebenarnya orang-orang memanggil saya Marty.;Narasi
Kami berada di Jones Street Station.;Narasi
Saya tidak pernah berpikir untuk pergi ke konser klasik ketika saya di Jepang.;Narasi
Seharusnya ada sebuah restoran Cajun bernama Kapten Cook di sini. Saya dengar makanannya enak. Oh, ini dia.;Narasi
Pernahkah ada pekerjaan yang selesai dilakukan menggunakan mesin?;Narasi
Tolong, satu dolar saja.;Narasi
Apa yang Anda inginkan untuk makanan penutup?;Narasi
Mari kita terbang lebih rendah.;Narasi
Bisakah Anda menjelaskan hidangan ini kepada saya?;Narasi
Anda seharusnya mengambil penerbangan delapan dua nol, yang lepas landas lima belas menit yang lalu. Baiklah. Saya dapat mengatur penerbangan lain untuk Anda.;Narasi
Ini dia. Kursi Anda berada di sekitar sini.;Narasi
Di Sheraton.;Narasi
Dia dalam perjalanan bisnis hingga Jumat mendatang.;Narasi
Saya dan istri saya sangat senang Anda datang untuk tinggal bersama kami selama akhir pekan untuk merasakan kehidupan orang Amerika di negara ini.;Narasi
Di sana satu sebelah kanan.;Narasi
Seseorang membongkar bingkisan saya.;Narasi
Ya, silakan. Nama saya Kurosawa. Sampai kapan Anda dapat menjaga tiket saya?;Narasi
Jika ada yang bisa saya lakukan untuk Anda, silahkan beritahu saya.;Narasi
Dimana saya dapat membeli tiket lift?;Narasi
Ini enam ratus dolar per bulan ditambah deposito satu bulan, dan biaya bulan lain untuk pembayaran perantara kami.;Narasi
Mana yang Anda lebih sukai mantel berkancing dua baris - atau berkancing sebaris?;Narasi
Oh, tidak apa-apa. Bagaimanapun juga kamu di sini.;Narasi
Japan Airlines, nomor penerbangan satu dua tiga.;Narasi
Saya perlu membeli sampo.;Narasi
Saya suka gaya ini.;Narasi
Bisakah Anda memberitahu saya ketika kita sampai ke Civic Center?;Narasi
Saya akan kembali kepada Anda dengan kembalian.;Narasi
Tidak, saya tidak.;Narasi
tembikar yang bagus. piring ini berharga tiga puluh dolar?;Narasi
Apakah Anda punya jaket yang bagus dengan harga sekitar seratus dolar?;Narasi
Dimana tukang daging terdekat?;Narasi
Dia sekitar tiga puluh an, kurang atau lebih.;Narasi
Baiklah. Apakah Anda punya kelainan atau alergi?;Narasi
Jika dilihat dengan seksama, Anda tampaknya telah terkena beberapa jenis infeksi.;Narasi
Tolong, bisakah saya mendapatkan tanda terima?;Narasi
Ada tiga dari kami.;Narasi
Saya mengerti. Apakah Anda ingat berapa banyak Anda membayar tiket Anda?;Narasi
Bagaimana kalau bergabung dengan saya untuk minum?;Narasi
Berapa nomor kamar saya?;Narasi
Haruskah saya menandatanganinya?;Narasi
Dapatkah saya memesan dua kursi di lantai dua untuk malam ini?;Narasi
Kamar saya terkunci dan kuncinya berada di dalam.;Narasi
Apakah itu termasuk pajak?;Narasi
Permisi. Tolong, bisakah Anda memberitahu saya jalan ke stasiun kereta api?;Narasi
Jam berapa kantor pos buka?;Narasi
Kami ingin tinggal selama empat malam dari tanggal satu Agustus.;Narasi
Seperti tas ini yang terbuat dari vinyl, itu sangat kuat dan merupakan desain terbaru jika Anda memperhatikannya.;Narasi
Makanan sangat enak, tapi saya sudah cukup. Terima kasih.;Narasi
Dompet saya ketemu di kereta bawah tanah.;Narasi
Saya harus pergi ke Kedutaan Besar Jepang.;Narasi
Apa nama bunga itu?;Narasi
Tak bisakah Anda memberikannya kepada saya sedikit saja?;Narasi
Apakah ini untuk ke Chicago?;Narasi
Saya tidak tahu sama sekali ini adalah obat.;Narasi
Saya pergi satu hari sebelumnya.;Narasi
Harap cairkan cek perjalanan ini.;Narasi
Ibu Suzuki di kamar satu dua tiga empat.;Narasi
Saya sudah demam sejak kemarin lusa. Tenggorokan saya sakit parah. Saya tidak bisa menelan makanan apapun.;Narasi
Ada perbedaan besar pada musim puncak.;Narasi
di sini, di dinding, dan saklar untuk AC di sini. Apakah ada hal lain yang Anda butuhkan, Pak?;Narasi
Saya mau duduk di bagian belakang pesawat.;Narasi
September tanggal limabelas adalah peringatan hari Respect -for - the- Aged Day.;Narasi
Apakah ada pelayaran malam?;Narasi
Dimana letak menaranya?;Narasi
Dapatkah saya sampai di sana tepat waktu jika saya pergi dari sini sekarang?;Narasi
Tidak ada sabun di kamar saya.;Narasi
Oke. Tapi saya berharap itu tidak akan lama.;Narasi
Dimana penjual Air France?;Narasi
Dapatkah Anda membuat formulir untuk saya?;Narasi
Pesanan saya belum datang.;Narasi
Saya membeli tas ini beberapa waktu yang lalu, tapi ritsletingnya rusak.;Narasi
Saya terkesan dengan pemandangan indah kota di malam hari.;Narasi
Anda ikut?;Narasi
Silahkan datang kembali ke bus jam tiga.;Narasi
Jutaan orang mengunjungi kuil ibadah terkenal pada tahun pertama.;Narasi
Tolong tunjukkan SIM Anda.;Narasi
Pesawat akan lepas landas pukul satu lebih tiga puluh menit.;Narasi
Jika mungkin, saya ingin meja di dekat jendela.;Narasi
Saya seharusnya tidak minum apa pun yang mengandung garam.;Narasi
Anda terserang flu.;Narasi
Tolong, saya mau kursi di sebelah lorong.;Narasi
Tolong beri saya perkiraan.;Narasi
Itu baik-baik saja, terima kasih.;Narasi
Apakah ada sesuatu yang dapat saya ambil untuk ruang ini?;Narasi
Dapatkah Anda mengubah kata-kata yang baru saja Anda katakan?;Narasi
kapan waktu keberangkatan kita menurut anda?;Narasi
Di mana saya bisa mendapatkan peta kota ini?;Narasi
Saya akan berada University of South California selama satu tahun.;Narasi
Saya punya catatan dua sepuluh ribu yen.;Narasi
Saya menyesal mereka sudah habis terjual.;Narasi
Banyak orang Barat penasaran untuk merayakan pesta geisha?;Narasi
Apa saja isinya?;Narasi
Saya ingin mengirim kartu pos bergambar ini ke Jepang.;Narasi
Tidak, Anda tidak harus membuat reservasi. langsung masuk saja.;Narasi
Terima kasih. Ini kunci kamar Anda. Portir akan mengambil koper Anda.;Narasi
Saya takut saya menderita keracunan makanan.;Narasi
Dapatkah saya memilih ini?;Narasi
Tolong jaga koper saya.;Narasi
Saya ingin menyewa mobil ukuran sedang dengan empat pintu.;Narasi
Bisakah Anda memperbaiki lampu?;Narasi
Dimana saya bisa membeli tembikar?;Narasi
Kemeja saya basah.;Narasi
Dapatkah Anda melanjutkan panggilan ini ke bagian urusan umum?;Narasi
Berapa lama waktu yang dibutuhkan untuk memesan?;Narasi
Saya mengerti apa yang Anda maksud.;Narasi
Berapa banyak yen yang Anda miliki, Pak?;Eksposisi
Halo. Saya telah melakukan pemesanan.;Eksposisi
Tolong ambilkan garam dan merica.;Eksposisi
Saya melakukan reservasi melalui kantor Tokyo. Saya akan masuk telat malam ini.;Eksposisi
Mari kita berbelanja dengan cepat.;Eksposisi
Saya memesan kursi yang bebas asap rokok, tapi ini adalah kursi untuk perokok.;Eksposisi
Mari kita pergi untuk minum.;Eksposisi
Saya sarankan Anda membeli jenis ikan ini, kakap merah.;Eksposisi
Saya merasa mendapat kehormatan diundang di sini.;Eksposisi
Tolong, bisakah Anda mengubahnya menjadi kelas dua?;Eksposisi
Tolong, bisakah Anda berbicara sedikit lebih keras?;Eksposisi
Saya tidak bisa melakukan itu, tapi saya akan menyerahkan kasus itu pada Anda.;Eksposisi
Apakah ada penetapan waktu dan tempat?;Eksposisi
Terima kasih banyak. Saya ingin, tapi saya takut saya punya janji sebelumnya.;Eksposisi
Berapa lama itu akan jadi sebelum dikeluarkan?;Eksposisi
Di Amerika sepak bola tingkat perguruan tinggi adalah semua tentang kemarahan.;Eksposisi
Dapatkah Anda memberitahu saya kapan kereta akan mendekati Oxford? Saya takut saya mungkin akan melewatinya.;Eksposisi
Oh, Bill. Saya menyukaimu, tapi ya sudahlah.;Eksposisi
Anda menjualnya terlalu mahal kepada saya.;Eksposisi
Saya ingin memastikan waktu keberangkatannya.;Eksposisi
Apakah salah satu dari dua puluh kereta api untuk Dover berjalan tiap hari?;Eksposisi
Saya pikir saya tidak bisa banyak membantu Anda.;Eksposisi
Dimana info olahraga?;Eksposisi
Ini adalah ukuran disini, yang biasa Anda sebut dengan ukuran umum,cobalah.;Eksposisi
Lantai berapa bagian penjual sepatu?;Eksposisi
Meliputi segala sesuatu?;Eksposisi
Menyeberang jalan di sana dan lurus sampai Anda datang ke persimpangan kedua. K Hotel berada di luar persimpangan.;Eksposisi
Saya ingin sesuatu untuk mabuk.;Eksposisi
Rendah lemak? Tidak mungkin. Apakah Anda bercanda?;Eksposisi
Dimana dan kapan tur ini akan berakhir?;Eksposisi
Yah, saya tidak tahu apakah saya peduli untuk itu.;Eksposisi
Anak-anak menerima hadiah tahun baru.;Eksposisi
Silahkan kirimkan amplop ini di bandara.;Eksposisi
Saya minta sesuatu untuk sembelit.;Eksposisi
Kami punya ikan yang sangat bagus hari ini.;Eksposisi
Seratus mil pertama gratis, kemudian Anda harus membayar sepuluh sen per mil.;Eksposisi
Airnya terlalu panas bagi saya untuk mandi.;Eksposisi
Pada musim semi pohon ceri mekar.;Eksposisi
Bisakah Anda memintanya untuk berhenti merokok, di sana?;Eksposisi
sekarang hari Jumat?;Eksposisi
Saya akan meneleponnya lagi.;Eksposisi
Dia bukan orang yang tepat untuk masuk ke tempat seperti itu.;Eksposisi
Saya punya gigi yang rusak.;Eksposisi
Saya lebih memilih secangkir kopi, jika Anda tidak keberatan.;Eksposisi
Oke. bensin biasa apa bensin yang lebih bagus?;Eksposisi
dapatkah saya meminta roti?;Eksposisi
Saya akan tinggal dengan teman saya di Los Angeles.;Eksposisi
Dapatkah Anda mengambilkan saya krim untuk kopi saya?;Eksposisi
Persediaaanya tidak cukup.;Eksposisi
Apakah saya perlu tiket express?;Eksposisi
Berikut adalah nomor telepon dan alamat e - mail saya.;Eksposisi
Kamu dari mana?;Eksposisi
Berapa usia gereja itu?;Eksposisi
Bisakah Anda membelikan saya tiket untuk opera?;Eksposisi
Apakah Anda tahu kota ini dengan baik?;Eksposisi
Saya belum mendapatkan salad saya.;Eksposisi
Apakah Anda punya bus tamasya untuk wisata ke kota?;Eksposisi
Maafkan saya. Saya juga orang asing disini.;Eksposisi
